Depth ice/snow [m]	Age [ka BP]	δD [‰ SMOW]
1151	81.708800	-453.90
1152	81.770700	-449.80
1153	81.828700	-453.10
1154	81.886700	-450.70
1155	81.946200	-456.00
1156	82.005600	-458.70
1157	82.069500	-458.80
1158	82.133500	-458.80
1159	82.196600	-457.30
1160	82.259700	-456.80
1161	82.320700	-454.70
1162	82.381600	-461.40
1163	82.445400	-457.30
1164	82.509300	-454.40
1165	82.568600	-454.20
1166	82.628000	-456.20
1167	82.690800	-460.90
1168	82.753500	-462.80
1169	82.818900	-460.50
1170	82.884200	-458.30
1171	82.946400	-458.30
1172	83.008600	-458.30
1173	83.070800	-458.80
1174	83.133000	-457.30
1175	83.190800	-449.80
1176	83.248600	-444.40
1177	83.301600	-450.50
1178	83.354600	-452.70
1179	83.412500	-455.10
1180	83.470300	-455.40
1181	83.528800	-454.20
1182	83.587300	-451.90
1183	83.642600	-450.20
1184	83.697900	-449.20
1185	83.752700	-451.80
1186	83.807400	-453.00
1187	83.864100	-453.60
1188	83.920900	-450.30
1189	83.975000	-450.00
1190	84.029200	-448.90
1191	84.082000	-448.10
1192	84.134900	-450.30
1193	84.189600	-452.00
1194	84.244300	-455.20
1195	84.301900	-454.50
1196	84.359500	-455.10
1197	84.417200	-455.00
1198	84.474800	-454.20
1199	84.531800	-454.20
1200	84.588700	-454.20
1201	84.646100	-455.70
1202	84.703600	-456.50
1203	84.762000	-455.80
1204	84.820500	-456.60
1205	84.879700	-457.40
1206	84.938800	-460.00
1207	85.002000	-463.20
1208	85.065100	-457.90
1209	85.125900	-460.10
1210	85.186800	-458.80
1211	85.247500	-458.70
1212	85.308200	-459.00
1213	85.369800	-460.40
1214	85.431400	-460.90
1215	85.494000	-460.30
1216	85.556600	-457.10
1217	85.615300	-454.70
1218	85.674100	-458.90
1219	85.737300	-463.00
1220	85.800500	-460.10
1221	85.861800	-456.80
1222	85.923000	-461.30
1223	85.986200	-459.70
1224	86.049400	-458.80
1225	86.111500	-459.30
1226	86.173600	-460.70
1227	86.237300	-460.70
1228	86.301000	-462.90
1229	86.367900	-465.00
1230	86.434900	-465.00
1231	86.503100	-465.00
1232	86.571400	-465.00
1233	86.640000	-465.00
1234	86.708700	-464.80
1235	86.777400	-464.60
1236	86.846200	-464.90
1237	86.915200	-464.10
1238	86.984100	-463.70
1239	87.050500	-459.10
1240	87.116900	-459.20
1241	87.181900	-459.30
1242	87.246800	-462.60
1243	87.316300	-464.20
1244	87.385700	-466.80
1245	87.460400	-469.40
1246	87.535100	-466.20
1247	87.606700	-463.00
1248	87.678400	-465.50
1249	87.752600	-467.50
1250	87.826800	-467.50
1251	87.902600	-467.50
1252	87.978300	-465.40
1253	88.051200	-463.20
1254	88.124100	-468.80
1255	88.206300	-475.30
1256	88.288400	-470.90
1257	88.367800	-467.30
1258	88.447200	-468.80
1259	88.527200	-469.70
1260	88.607200	-470.00
1261	88.686600	-466.50
1262	88.765900	-466.10
1263	88.840000	-460.40
1264	88.914200	-465.50
1265	88.990400	-464.30
1266	89.066600	-465.70
1267	89.143800	-465.60
1268	89.221000	-466.80
1269	89.299900	-467.00
1270	89.378700	-470.10
1271	89.461700	-470.70
1272	89.544700	-464.20
1273	89.616900	-457.00
1274	89.689200	-457.50
1275	89.759900	-460.20
1276	89.830600	-460.70
1277	89.902600	-459.10
1278	89.974700	-463.70
1279	90.051600	-465.20
1280	90.128600	-463.60
1281	90.205800	-465.10
1282	90.283000	-466.70
1283	90.361900	-464.40
1284	90.440700	-463.40
1285	90.515700	-460.10
1286	90.590600	-460.90
1287	90.667500	-465.80
1288	90.744400	-464.80
1289	90.825400	-468.90
1290	90.906400	-463.70
1291	90.979800	-456.10
1292	91.053200	-461.90
1293	91.129400	-463.00
1294	91.205600	-460.60
1295	91.280200	-461.10
1296	91.354700	-464.00
1297	91.434400	-467.20
1298	91.514100	-464.50
1299	91.591800	-463.20
1300	91.669600	-464.50
1301	91.747100	-463.00
1302	91.824700	-465.90
1303	91.906700	-470.10
1304	91.988700	-464.50
1305	92.064900	-462.00
1306	92.141200	-457.10
1307	92.210300	-456.00
1308	92.279400	-457.10
1309	92.348300	-455.90
1310	92.417200	-459.70
1311	92.492400	-466.30
1312	92.567500	-466.30
1313	92.645800	-465.50
1314	92.724000	-461.20
1315	92.795600	-458.40
1316	92.867200	-457.50
1317	92.938200	-461.40
1318	93.009300	-462.60
1319	93.083700	-463.20
1320	93.158200	-460.80
1321	93.229700	-459.70
1322	93.301300	-459.30
1323	93.372200	-460.30
1324	93.443100	-462.90
1325	93.518100	-465.20
1326	93.593200	-466.00
1327	93.666000	-458.40
1328	93.738800	-456.90
1329	93.807700	-459.90
1330	93.876600	-460.60
1331	93.947400	-460.60
1332	94.018300	-460.60
1333	94.088500	-459.70
1334	94.158700	-458.80
1335	94.227500	-458.80
1336	94.296300	-458.80
1337	94.365800	-460.60
1338	94.435300	-462.40
1339	94.506500	-460.30
1340	94.577600	-457.60
1341	94.645100	-457.60
1342	94.712500	-459.40
1343	94.781900	-459.80
1344	94.851300	-462.00
1345	94.923500	-462.70
1346	94.995600	-462.30
1347	95.068000	-462.70
1348	95.140400	-459.90
1349	95.211300	-461.80
1350	95.282300	-463.70
1351	95.356500	-463.70
1352	95.430700	-463.70
1353	95.505000	-463.10
1354	95.579200	-468.10
1355	95.657800	-466.00
1356	95.736300	-462.70
1357	95.811300	-464.00
1358	95.886200	-469.40
1359	95.966500	-466.50
1360	96.046900	-465.90
1361	96.122700	-461.30
1362	96.198600	-456.70
1363	96.270000	-461.20
1364	96.341400	-462.00
1365	96.418100	-465.50
1366	96.494700	-468.90
1367	96.575800	-465.80
1368	96.656900	-462.80
1369	96.733700	-463.60
1370	96.810500	-465.60
1371	96.887300	-460.10
1372	96.964100	-457.50
1373	97.035900	-457.50
1374	97.107600	-457.50
1375	97.181700	-461.20
1376	97.255900	-465.00
1377	97.335600	-462.80
1378	97.415400	-463.80
1379	97.493800	-460.40
1380	97.572200	-459.20
1381	97.649300	-461.40
1382	97.726400	-463.90
1383	97.807400	-462.50
1384	97.888400	-461.10
1385	97.967600	-460.80
1386	98.046700	-460.50
1387	98.126100	-460.40
1388	98.205500	-460.00
1389	98.285200	-459.80
1390	98.364900	-460.80
1391	98.445900	-459.60
1392	98.526800	-457.20
1393	98.605200	-457.20
1394	98.683600	-457.20
1395	98.762800	-456.90
1396	98.841900	-458.10
1397	98.923500	-459.20
1398	99.005200	-460.70
1399	99.088200	-457.70
1400	99.171300	-454.80
1401	99.250100	-454.80
1402	99.329000	-456.50
1403	99.411300	-458.20
1404	99.493700	-458.20
1405	99.577400	-457.80
1406	99.661100	-457.30
1407	99.744300	-456.60
1408	99.827400	-457.90
1409	99.911700	-457.20
1410	99.996000	-456.50
1411	100.079000	-455.80
1412	100.162000	-455.10
1413	100.245000	-455.10
1414	100.327000	-453.90
1415	100.408000	-452.60
1416	100.488000	-452.00
1417	100.567000	-451.40
1418	100.647000	-453.70
1419	100.728000	-452.80
1420	100.809000	-449.50
1421	100.886000	-450.10
1422	100.964000	-450.80
1423	101.042000	-450.00
1424	101.121000	-449.20
1425	101.198000	-448.40
1426	101.275000	-447.60
1427	101.352000	-450.30
1428	101.429000	-452.90
1429	101.509000	-451.50
1430	101.590000	-450.20
1431	101.667000	-449.20
1432	101.744000	-448.30
1433	101.820000	-450.50
1434	101.897000	-452.70
1435	101.979000	-454.10
1436	102.060000	-455.50
1437	102.142000	-452.50
1438	102.224000	-449.50
1439	102.303000	-453.10
1440	102.382000	-456.80
1441	102.465000	-454.00
1442	102.548000	-451.10
1443	102.628000	-454.60
1444	102.708000	-458.10
1445	102.794000	-457.40
1446	102.879000	-456.70
1447	102.964000	-459.60
1448	103.049000	-462.50
1449	103.139000	-462.10
1450	103.229000	-461.80
1451	103.317000	-461.80
1452	103.406000	-462.30
1453	103.494000	-462.00
1454	103.583000	-461.10
1455	103.670000	-460.70
1456	103.756000	-460.20
1457	103.841000	-459.90
1458	103.926000	-459.50
1459	104.010000	-460.50
1460	104.094000	-461.60
1461	104.179000	-461.40
1462	104.264000	-461.10
1463	104.348000	-461.10
1464	104.432000	-461.10
1465	104.514000	-460.60
1466	104.597000	-460.10
1467	104.678000	-460.10
1468	104.758000	-462.20
1469	104.842000	-464.20
1470	104.925000	-463.00
1471	105.007000	-461.90
1472	105.089000	-460.70
1473	105.168000	-459.60
1474	105.246000	-460.20
1475	105.324000	-460.70
1476	105.402000	-462.00
1477	105.482000	-463.20
1478	105.562000	-460.90
1479	105.638000	-458.50
1480	105.714000	-458.50
1481	105.788000	-458.50
1482	105.863000	-457.90
1483	105.936000	-457.20
1484	106.008000	-454.20
1485	106.076000	-451.20
1486	106.143000	-455.20
1487	106.215000	-459.10
1488	106.286000	-460.50
1489	106.362000	-461.90
1490	106.437000	-460.60
1491	106.510000	-459.30
1492	106.584000	-461.00
1493	106.659000	-462.70
1494	106.734000	-464.10
1495	106.812000	-465.50
1496	106.890000	-463.50
1497	106.965000	-461.50
1498	107.039000	-461.50
1499	107.112000	-461.50
1500	107.185000	-464.40
1501	107.262000	-467.30
1502	107.338000	-470.70
1503	107.421000	-474.10
1504	107.504000	-474.10
1505	107.588000	-474.10
1506	107.672000	-474.10
1507	107.756000	-475.30
1508	107.839000	-476.40
1509	107.924000	-476.70
1510	108.009000	-477.00
1511	108.095000	-477.00
1512	108.180000	-476.30
1513	108.264000	-475.60
1514	108.348000	-475.60
1515	108.431000	-475.20
1516	108.515000	-474.80
1517	108.597000	-474.00
1518	108.680000	-473.10
1519	108.761000	-473.10
1520	108.842000	-473.10
1521	108.923000	-473.10
1522	109.004000	-473.10
1523	109.086000	-474.70
1524	109.168000	-476.40
1525	109.253000	-476.40
1526	109.338000	-474.20
1527	109.420000	-472.10
1528	109.501000	-472.10
1529	109.581000	-472.10
1530	109.661000	-472.80
1531	109.743000	-473.40
1532	109.824000	-470.90
1533	109.902000	-468.40
1534	109.980000	-468.80
1535	110.058000	-469.10
1536	110.136000	-469.10
1537	110.214000	-469.10
1538	110.292000	-469.10
1539	110.370000	-469.10
1540	110.447000	-469.10
1541	110.525000	-469.10
1542	110.603000	-469.10
1543	110.683000	-471.70
1544	110.762000	-474.20
1545	110.845000	-473.20
1546	110.928000	-472.20
1547	111.008000	-471.00
1548	111.089000	-469.80
1549	111.167000	-469.80
1550	111.246000	-469.80
1551	111.324000	-469.80
1552	111.403000	-469.80
1553	111.482000	-469.80
1554	111.560000	-469.80
1555	111.640000	-471.90
1556	111.720000	-474.00
1557	111.803000	-474.00
1558	111.887000	-472.70
1559	111.968000	-471.40
1560	112.049000	-471.40
1561	112.130000	-471.40
1562	112.210000	-471.40
1563	112.291000	-471.40
1564	112.371000	-471.40
1565	112.452000	-470.70
1566	112.532000	-470.00
1567	112.612000	-469.80
1568	112.691000	-471.00
1569	112.773000	-472.20
1570	112.855000	-471.40
1571	112.938000	-470.60
1572	113.020000	-468.20
1573	113.098000	-465.70
1574	113.176000	-465.70
1575	113.253000	-465.00
1576	113.330000	-464.90
1577	113.408000	-465.20
1578	113.486000	-465.50
1579	113.566000	-467.50
1580	113.646000	-469.60
1581	113.729000	-466.50
1582	113.812000	-463.30
1583	113.890000	-463.30
1584	113.968000	-462.60
1585	114.046000	-461.90
1586	114.124000	-462.10
1587	114.202000	-462.30
1588	114.281000	-461.80
1589	114.359000	-461.40
1590	114.437000	-463.50
1591	114.520000	-465.70
1592	114.602000	-464.70
1593	114.685000	-463.60
1594	114.767000	-462.00
1595	114.847000	-460.40
1596	114.927000	-458.50
1597	115.004000	-456.70
1598	115.080000	-459.40
1599	115.160000	-462.00
1600	115.241000	-456.50
1601	115.314000	-450.90
1602	115.387000	-450.90
1603	115.458000	-450.90
1604	115.529000	-450.90
1605	115.600000	-450.90
1606	115.671000	-450.90
1607	115.743000	-451.50
1608	115.815000	-452.00
1609	115.889000	-454.80
1610	115.963000	-457.60
1611	116.041000	-456.20
1612	116.119000	-454.70
1613	116.194000	-454.00
1614	116.270000	-453.40
1615	116.344000	-453.50
1616	116.419000	-453.20
1617	116.493000	-452.80
1618	116.567000	-452.50
1619	116.641000	-452.30
1620	116.714000	-452.30
1621	116.788000	-452.30
1622	116.861000	-451.50
1623	116.933000	-450.80
1624	117.005000	-449.00
1625	117.074000	-447.30
1626	117.143000	-446.10
1627	117.209000	-445.00
1628	117.276000	-445.00
1629	117.342000	-446.20
1630	117.408000	-447.40
1631	117.475000	-446.00
1632	117.542000	-444.60
1633	117.607000	-446.50
1634	117.673000	-448.50
1635	117.740000	-445.50
1636	117.806000	-442.40
1637	117.869000	-444.10
1638	117.932000	-445.80
1639	117.997000	-446.60
1640	118.063000	-447.70
1641	118.129000	-447.90
1642	118.195000	-447.30
1643	118.260000	-446.60
1644	118.325000	-444.50
1645	118.387000	-442.30
1646	118.448000	-442.30
1647	118.508000	-442.30
1648	118.568000	-443.90
1649	118.630000	-445.50
1650	118.691000	-445.50
1651	118.752000	-443.50
1652	118.813000	-441.60
1653	118.870000	-440.20
1654	118.928000	-438.70
1655	118.985000	-443.10
1656	119.042000	-447.50
1657	119.103000	-445.70
1658	119.165000	-443.90
1659	119.223000	-443.90
1660	119.282000	-442.00
1661	119.338000	-440.00
1662	119.394000	-442.70
1663	119.452000	-445.40
1664	119.510000	-445.40
1665	119.569000	-445.00
1666	119.627000	-444.70
1667	119.684000	-443.50
1668	119.742000	-443.60
1669	119.799000	-445.00
1670	119.856000	-443.10
1671	119.911000	-441.20
1672	119.967000	-443.60
1673	120.024000	-446.00
1674	120.081000	-446.00
1675	120.139000	-444.20
1676	120.196000	-442.40
1677	120.252000	-443.70
1678	120.307000	-445.00
1679	120.363000	-443.80
1680	120.420000	-442.50
1681	120.475000	-442.50
1682	120.530000	-442.50
1683	120.585000	-441.10
1684	120.639000	-439.80
1685	120.692000	-438.20
1686	120.745000	-436.60
1687	120.796000	-437.30
1688	120.848000	-438.00
1689	120.900000	-438.90
1690	120.953000	-440.40
1691	121.007000	-441.00
1692	121.062000	-441.00
1693	121.117000	-442.00
1694	121.172000	-443.10
1695	121.228000	-443.10
1696	121.285000	-440.40
1697	121.339000	-437.60
1698	121.393000	-439.50
1699	121.448000	-441.50
1700	121.503000	-441.50
1701	121.558000	-441.40
1702	121.614000	-441.30
1703	121.670000	-441.30
1704	121.726000	-439.60
1705	121.781000	-437.90
1706	121.835000	-437.90
1707	121.888000	-436.10
1708	121.942000	-434.30
1709	121.993000	-434.30
1710	122.045000	-437.20
1711	122.100000	-440.10
1712	122.154000	-438.00
1713	122.208000	-436.00
1714	122.262000	-435.50
1715	122.315000	-435.00
1716	122.367000	-436.10
1717	122.421000	-437.30
1718	122.475000	-437.30
1719	122.530000	-436.50
1720	122.585000	-435.80
1721	122.639000	-437.10
1722	122.694000	-438.50
1723	122.751000	-440.60
1724	122.809000	-442.80
1725	122.868000	-440.10
1726	122.927000	-438.90
1727	122.985000	-440.30
1728	123.043000	-440.90
1729	123.103000	-441.50
1730	123.163000	-439.90
1731	123.221000	-438.20
1732	123.280000	-435.30
1733	123.334000	-432.40
1734	123.389000	-434.80
1735	123.445000	-437.30
1736	123.502000	-437.00
1737	123.559000	-436.60
1738	123.617000	-437.20
1739	123.675000	-437.80
1740	123.733000	-436.10
1741	123.790000	-434.50
1742	123.847000	-434.50
1743	123.904000	-435.10
1744	123.961000	-435.80
1745	124.019000	-436.50
1746	124.077000	-432.50
1747	124.133000	-431.50
1748	124.188000	-435.40
1749	124.247000	-435.40
1750	124.305000	-435.40
1751	124.364000	-436.00
1752	124.422000	-436.60
1753	124.481000	-436.00
1754	124.541000	-435.50
1755	124.599000	-435.30
1756	124.658000	-435.10
1757	124.716000	-435.30
1758	124.775000	-435.40
1759	124.833000	-435.40
1760	124.892000	-435.10
1761	124.952000	-437.40
1762	125.012000	-439.90
1763	125.075000	-438.80
1764	125.137000	-437.60
1765	125.198000	-436.20
1766	125.259000	-434.90
1767	125.318000	-433.30
1768	125.377000	-431.70
1769	125.435000	-433.50
1770	125.493000	-435.40
1771	125.552000	-434.10
1772	125.612000	-432.90
1773	125.671000	-432.60
1774	125.729000	-432.40
1775	125.788000	-434.50
1776	125.847000	-436.50
1777	125.908000	-436.40
1778	125.970000	-435.90
1779	126.031000	-435.40
1780	126.091000	-435.80
1781	126.152000	-436.30
