
Depth ice/snow [m]	δD H2O [‰ SMOW]	δ18O H2O [‰ SMOW]
3135.55	-418.0	-52.95
3136.10	-420.7	-53.27
3136.65	-423.3	-53.59
3137.20	-428.1	-54.19
3137.75	-431.9	-54.67
3138.30	-437.3	-55.33
3138.85	-438.6	-55.58
3139.40	-438.6	-55.60
3139.95	-438.1	-55.54
3140.50	-438.9	-55.69
3141.05	-441.2	-55.98
3141.60	-440.3	-55.94
3142.15	-438.8	-55.75
3142.70	-435.7	-55.40
3143.25	-438.2	-55.70
3143.80	-438.1	-55.73
3144.35	-437.4	-55.66
3144.90	-438.5	-55.81
3145.45	-438.7	-55.80
3146.00	-438.8	-55.81
3146.55	-438.0	-55.80
3147.10	-437.9	-55.80
3147.65	-438.8	-55.85
3148.20	-439.2	-55.92
3148.75	-439.0	-55.93
3149.30	-438.7	-55.86
3149.85	-438.3	-55.83
3150.40	-437.4	-55.80
3150.95	-436.7	-55.66
3151.50	-435.6	-55.58
3152.05	-436.1	-55.63
3152.60	-433.0	-55.25
3153.15	-427.2	-54.59
3153.70	-422.6	-53.97
3154.25	-420.6	-53.70
3154.80	-422.2	-53.81
3155.35	-425.1	-54.18
3155.90	-427.2	-54.48
3156.45	-430.0	-54.85
3157.00	-433.5	-55.29
3157.55	-435.3	-55.59
3158.10	-434.5	-55.57
3158.65	-431.3	-55.20
3159.20	-427.1	-54.68
3159.75	-423.4	-54.23
3160.30	-420.6	-53.89
3160.85	-420.1	-53.74
3161.40	-422.0	-53.94
3161.95	-425.9	-54.39
3162.50	-428.7	-54.80
3163.05	-431.5	-55.16
3163.60	-429.6	-54.98
3164.15	-424.1	-54.29
3164.70	-419.8	-53.73
3165.25	-416.1	-53.20
3165.80	-414.0	-52.93
3166.35	-414.9	-52.99
3166.90	-418.6	-53.39
3167.45	-417.7	-53.29
3168.00	-416.0	-53.06
3168.55	-413.9	-52.69
3169.10	-411.4	-52.48
3169.65	-409.9	-52.31
3170.20	-407.9	-52.07
3170.75	-407.1	-52.05
3171.30	-406.1	-51.90
3171.85	-405.9	-51.85
3172.40	-404.8	-51.74
3172.95	-404.3	-51.63
3173.50	-403.7	-51.65
3174.05	-404.8	-51.75
3174.60	-404.7	-51.71
3175.15	-401.4	-51.37
3175.70	-402.6	-51.48
3176.25	-400.5	-51.23
3176.80	-399.7	-51.10
3177.35	-396.5	-50.69
3177.90	-396.2	-50.65
3178.45	-396.7	-50.65
3179.00	-393.2	-50.17
3179.55	-391.1	-49.86
3180.10	-400.9	-51.11
3180.65	-403.8	-51.40
3181.20	-403.8	-51.34
3181.75	-407.3	-51.83
3182.30	-411.7	-52.34
3182.85	-415.0	-52.68
3183.40	-418.5	-53.16
3183.95	-422.9	-53.68
3184.50	-424.7	-53.85
3185.05	-426.9	-54.11
3185.60	-432.3	-54.86
3186.15	-437.7	-55.45
3186.70	-439.7	-55.77
3187.25	-441.7	-56.06
3187.80	-442.0	-56.04
3188.35	-440.9	-56.02
3188.90	-440.8	-56.00
3189.45	-442.8	-56.34
