
Depth ice/snow [m]	δD H2O [‰ SMOW]	δ18O H2O [‰ SMOW]
1601.05	-384.0	-49.29
1601.60	-387.6	-49.76
1602.15	-381.6	-49.19
1602.70	-384.8	-49.54
1603.25	-390.3	-50.26
1603.80	-388.0	-49.91
1604.35	-386.0	-49.61
1604.90	-387.6	-50.03
1605.45	-387.3	-49.91
1606.00	-385.6	-49.48
1606.55	-384.7	-49.47
1607.10	-385.6	-49.63
1607.65	-388.1	-49.99
1608.20	-382.8	-49.33
1608.75	-381.7	-49.36
1609.30	-383.9	-49.56
1609.85	-391.6	-50.33
1610.40	-383.3	-49.25
1610.95	-385.4	-49.59
1611.50	-385.1	-49.48
1612.05	-388.1	-49.76
1612.60	-384.0	-49.24
1613.15	-394.9	-50.76
1613.70	-383.2	-49.23
1614.25	-383.7	-49.33
1614.80	-387.5	-49.89
1615.35	-390.2	-50.26
1615.90	-382.6	-49.18
1616.45	-391.4	-50.26
1617.00	-384.7	-49.50
1617.55	-389.0	-49.77
1618.10	-379.8	-48.84
1618.65	-389.0	-49.89
1619.20	-390.1	-50.08
1619.75	-383.5	-49.26
1620.30	-381.4	-48.97
1620.85	-384.0	-49.09
1621.40	-383.9	-49.36
1621.95	-388.7	-49.80
1622.50	-379.0	-48.68
1623.05	-383.9	-49.11
1623.60	-385.5	-49.57
1624.15	-382.9	-48.97
1624.70	-388.0	-49.89
1625.25	-392.8	-50.45
1625.80	-382.6	-48.94
1626.35	-382.9	-49.22
1626.90	-383.7	-49.36
1627.45	-375.0	-48.19
1628.00	-382.6	-49.11
1628.55	-379.8	-48.57
1629.10	-375.6	-48.12
1629.65	-386.0	-49.64
1630.20	-382.7	-48.89
1630.75	-384.9	-49.19
1631.30	-380.0	-48.60
1631.85	-389.2	-49.99
1632.40	-388.3	-49.96
1632.95	-392.5	-50.18
1633.50	-386.4	-49.57
1634.05	-384.7	-49.52
1634.60	-392.3	-50.41
1635.15	-393.9	-50.28
1635.70	-387.2	-49.50
1636.25	-384.8	-49.66
1636.80	-381.0	-49.16
1637.35	-388.0	-49.87
1637.90	-384.0	-49.15
1638.45	-390.7	-50.16
1639.00	-392.5	-50.22
1639.55	-385.0	-49.51
1640.10	-391.8	-50.40
1640.65	-389.7	-49.81
1641.20	-385.2	-49.32
1641.75	-386.8	-49.52
1642.30	-388.6	-49.73
1642.85	-391.5	-50.13
1643.40	-385.8	-49.45
1643.95	-387.1	-49.49
1644.50	-385.0	-49.25
1645.05	-385.2	-49.55
1645.60	-390.3	-49.88
1646.15	-389.5	-49.76
1646.70	-389.1	-49.90
1647.25	-388.1	-49.93
1647.80	-390.6	-49.93
1648.35	-387.3	-49.62
1648.90	-393.5	-50.57
1649.45	-395.8	-50.72
1650.00	-384.4	-49.35
1650.55	-388.6	-49.72
1651.10	-390.5	-50.03
1651.65	-390.3	-50.12
1652.20	-383.2	-49.38
1652.75	-392.2	-50.18
1653.30	-384.0	-49.22
1653.85	-391.8	-50.13
1654.40	-391.4	-50.17
1654.95	-384.4	-49.37
1655.50	-384.4	-49.47
1656.05	-394.2	-50.63
1656.60	-390.1	-50.00
1657.15	-394.8	-50.51
1657.70	-393.8	-50.34
1658.25	-388.7	-49.76
1658.80	-389.7	-49.97
1659.35	-386.0	-49.54
1659.90	-385.1	-49.41
1660.45	-387.6	-49.60
1661.00	-382.2	-48.96
1661.55	-380.9	-48.77
1662.10	-383.6	-49.17
1662.65	-382.7	-49.14
1663.20	-377.1	-48.39
1663.75	-381.2	-48.92
1664.30	-377.2	-48.35
1664.85	-383.5	-49.26
1665.40	-379.5	-48.79
1665.95	-377.0	-48.22
1666.50	-380.3	-48.82
1667.05	-384.8	-49.26
1667.60	-383.2	-49.38
1668.15	-382.6	-49.21
1668.70	-380.4	-48.73
1669.25	-378.9	-48.54
1669.80	-386.1	-49.44
1670.35	-384.7	-49.41
1670.90	-383.5	-49.18
1671.45	-378.0	-48.54
1672.00	-375.9	-47.95
1672.55	-381.2	-49.03
1673.10	-379.2	-48.52
1673.65	-378.1	-48.38
1674.20	-383.5	-49.10
1674.75	-378.0	-48.40
1675.30	-374.1	-48.22
1675.85	-376.1	-48.46
1676.40	-378.7	-48.58
1676.95	-369.1	-47.42
1677.50	-375.3	-48.37
1678.05	-371.8	-47.75
1678.60	-369.4	-47.57
1679.15	-368.7	-47.35
1679.70	-375.1	-48.16
1680.25	-371.4	-47.86
1680.80	-376.0	-48.27
1681.35	-374.4	-47.93
1681.90	-376.4	-48.31
1682.45	-368.7	-47.37
1683.00	-378.8	-48.61
1683.55	-366.1	-47.09
1684.10	-371.6	-47.75
1684.65	-377.4	-48.63
1685.20	-370.2	-47.53
1685.75	-373.9	-47.98
1686.30	-367.5	-47.00
1686.85	-367.7	-47.06
1687.40	-369.2	-46.92
1687.95	-365.2	-46.32
1688.50	-370.1	-47.07
1689.05	-375.0	-47.78
1689.60	-371.9	-47.37
1690.15	-364.7	-46.47
1690.70	-362.2	-46.31
1691.25	-371.0	-47.41
1691.80	-374.0	-47.79
1692.35	-368.1	-47.00
1692.90	-366.3	-46.83
1693.45	-366.6	-46.96
1694.00	-374.0	-47.71
1694.55	-369.0	-47.00
1695.10	-370.7	-47.25
1695.65	-379.4	-48.54
1696.20	-372.3	-47.43
1696.75	-371.4	-47.29
1697.30	-365.6	-46.75
1697.85	-373.0	-47.73
1698.40	-374.5	-48.00
1698.95	-368.6	-47.09
1699.50	-370.3	-47.43
1700.05	-370.4	-47.36
1700.60	-365.6	-46.77
1701.15	-377.1	-47.97
1701.70	-375.0	-47.92
1702.25	-375.6	-47.86
1702.80	-366.6	-46.76
1703.35	-372.1	-47.68
1703.90	-374.3	-47.90
1704.45	-370.0	-47.29
1705.00	-373.0	-47.64
1705.55	-372.6	-47.46
1706.10	-371.7	-47.46
1706.65	-372.2	-47.45
1707.20	-373.9	-47.63
1707.75	-380.8	-48.52
1708.30	-377.8	-47.99
1708.85	-370.0	-47.38
1709.40	-372.3	-47.40
1709.95	-374.6	-47.69
1710.50	-373.6	-47.48
1711.05	-371.9	-47.62
1711.60	-378.9	-48.33
1712.15	-376.8	-48.07
1712.70	-374.7	-47.72
1713.25	-371.0	-47.08
1713.80	-382.4	-48.78
1714.35	-379.0	-48.21
1714.90	-374.7	-47.89
1715.45	-378.5	-48.29
1716.00	-380.1	-48.41
1716.55	-375.8	-48.07
1717.10	-374.9	-47.99
1717.65	-381.4	-48.67
1718.20	-381.5	-48.51
1718.75	-371.7	-47.39
1719.30	-386.7	-49.29
1719.85	-384.4	-49.08
1720.40	-378.2	-48.29
1720.95	-381.8	-48.81
1721.50	-383.0	-48.96
1722.05	-385.7	-49.31
1722.60	-384.7	-49.15
1723.15	-384.9	-49.11
1723.70	-386.0	-49.31
1724.25	-385.4	-49.18
1724.80	-391.9	-49.87
1725.35	-388.2	-49.27
1725.90	-386.9	-49.11
1726.45	-387.9	-49.22
1727.00	-388.2	-49.33
1727.55	-385.9	-49.18
1728.10	-388.4	-49.41
1728.65	-392.4	-49.98
1729.20	-388.0	-49.36
1729.75	-387.4	-49.21
1730.30	-389.9	-49.51
1730.85	-385.7	-49.11
1731.40	-391.6	-49.70
1731.95	-390.9	-49.70
1732.50	-400.2	-50.82
1733.05	-397.1	-50.29
1733.60	-394.2	-50.22
1734.15	-396.8	-50.36
1734.70	-396.5	-50.36
1735.25	-399.5	-50.83
1735.80	-399.0	-50.62
1736.35	-400.4	-50.83
1736.90	-400.5	-50.91
1737.45	-398.0	-50.58
1738.00	-406.9	-51.70
1738.55	-405.3	-51.54
1739.10	-398.7	-50.68
1739.65	-399.5	-50.82
1740.20	-397.5	-50.40
1740.75	-402.1	-51.27
1741.30	-403.4	-51.22
1741.85	-403.1	-51.13
1742.40	-408.3	-51.93
1742.95	-402.1	-51.18
1743.50	-408.2	-51.91
1744.05	-409.0	-52.03
1744.60	-405.6	-51.51
1745.15	-410.0	-52.12
1745.70	-408.8	-51.99
1746.25	-411.6	-52.30
1746.80	-410.4	-52.15
1747.35	-415.2	-52.66
1747.90	-413.8	-52.61
1748.45	-407.1	-51.95
1749.00	-408.2	-51.85
1749.55	-417.2	-52.87
1750.10	-417.0	-52.93
1750.65	-410.2	-52.23
1751.20	-406.7	-51.67
1751.75	-410.9	-52.19
1752.30	-415.6	-52.84
1752.85	-417.5	-53.05
1753.40	-420.6	-53.34
1753.95	-410.5	-52.15
1754.50	-418.7	-53.17
1755.05	-417.6	-53.13
1755.60	-419.6	-53.23
1756.15	-422.7	-53.77
1756.70	-416.3	-52.88
1757.25	-422.1	-53.54
1757.80	-421.3	-53.51
1758.35	-421.2	-53.41
1758.90	-423.7	-53.94
1759.45	-423.0	-53.85
1760.00	-422.8	-53.66
1760.55	-426.1	-54.10
1761.10	-424.6	-54.01
1761.65	-425.9	-53.97
1762.20	-429.4	-54.36
1762.75	-438.2	-55.58
1763.30	-430.0	-54.48
1763.85	-434.0	-55.00
1764.40	-434.6	-55.06
1764.95	-434.3	-55.00
1765.50	-434.7	-55.13
1766.05	-430.7	-54.49
1766.60	-428.7	-54.43
1767.15	-435.8	-55.27
1767.70	-432.5	-54.96
1768.25	-426.8	-53.98
1768.80	-431.9	-54.84
1769.35	-437.9	-55.65
1769.90	-434.8	-55.06
1770.45	-438.3	-55.45
1771.00	-439.8	-55.80
1771.55	-440.0	-55.61
1772.10	-436.9	-55.36
1772.65	-438.3	-55.59
1773.20	-435.9	-55.07
1773.75	-437.9	-55.52
1774.30	-439.2	-55.66
1774.85	-431.6	-54.76
1775.40	-431.7	-54.55
1775.95	-436.6	-55.16
1776.50	-435.5	-55.39
1777.05	-433.4	-55.12
1777.60	-436.9	-55.27
1778.15	-438.3	-55.35
1778.70	-435.8	-55.00
1779.25	-433.2	-54.75
1779.80	-436.6	-55.29
1780.35	-434.9	-54.88
1780.90	-437.5	-55.40
1781.45	-437.7	-55.38
1782.00	-434.0	-54.90
1782.55	-439.6	-55.59
1783.10	-440.5	-55.79
1783.65	-439.1	-55.65
1784.20	-443.0	-56.04
1784.75	-440.8	-55.99
1785.30	-440.0	-55.70
1785.85	-442.3	-56.13
1786.40	-438.9	-55.37
1786.95	-437.5	-55.36
1787.50	-437.6	-55.34
1788.05	-439.3	-55.51
1788.60	-441.0	-55.99
1789.15	-437.0	-55.37
1789.70	-440.9	-55.76
1790.25	-434.1	-55.04
1790.80	-441.2	-55.67
1791.35	-440.7	-55.56
1791.90	-436.8	-55.18
1792.45	-435.3	-55.22
1793.00	-440.4	-55.71
1793.55	-438.0	-55.49
1794.10	-440.1	-55.64
1794.65	-440.8	-55.67
1795.20	-441.0	-55.73
1795.75	-438.5	-55.55
1796.30	-439.0	-55.61
1796.85	-436.2	-55.13
1797.40	-438.8	-55.37
1797.95	-442.0	-56.22
1798.50	-433.9	-54.76
1799.05	-433.6	-54.85
1799.60	-437.0	-55.38
1800.15	-432.8	-54.78
1800.70	-436.4	-55.48
1801.25	-438.6	-55.76
1801.80	-441.7	-55.84
1802.35	-437.6	-55.42
1802.90	-438.2	-55.53
1803.45	-434.8	-55.09
1804.00	-435.5	-55.08
1804.55	-431.8	-54.60
1805.10	-435.3	-55.32
1805.65	-439.4	-55.52
1806.20	-439.0	-55.85
1806.75	-440.2	-55.99
1807.30	-434.1	-55.22
1807.85	-430.8	-54.69
1808.40	-437.0	-55.43
1808.95	-440.6	-55.90
1809.50	-436.0	-55.34
1810.05	-440.5	-55.89
1810.60	-439.2	-55.65
1811.15	-434.3	-55.17
1811.70	-431.7	-54.92
1812.25	-435.7	-55.35
1812.80	-436.0	-55.32
1813.35	-436.8	-55.47
1813.90	-433.5	-55.02
1814.45	-436.8	-55.51
1815.00	-435.6	-55.34
1815.55	-433.4	-55.07
1816.10	-439.8	-55.86
1816.65	-435.3	-55.25
1817.20	-434.6	-55.16
1817.75	-433.5	-54.97
1818.30	-440.0	-55.72
1818.85	-436.4	-55.38
1819.40	-438.9	-55.72
1819.95	-441.9	-56.07
1820.50	-439.0	-55.77
1821.05	-430.3	-54.84
1821.60	-434.6	-55.07
1822.15	-437.0	-55.39
1822.70	-436.1	-55.39
1823.25	-433.9	-55.18
1823.80	-435.2	-55.26
1824.35	-426.9	-54.18
1824.90	-436.1	-55.44
1825.45	-432.0	-54.80
1826.00	-433.5	-55.10
1826.55	-431.3	-54.62
1827.10	-435.7	-55.47
1827.65	-437.9	-55.66
1828.20	-438.9	-55.77
1828.75	-439.5	-55.77
1829.30	-437.2	-55.66
1829.85	-439.1	-55.85
1830.40	-434.7	-55.24
1830.95	-430.2	-54.73
1831.50	-430.3	-54.74
1832.05	-435.5	-55.19
1832.60	-432.2	-55.02
1833.15	-429.1	-54.51
1833.70	-433.9	-55.20
1834.25	-435.2	-55.30
1834.80	-436.6	-55.55
1835.35	-436.2	-55.51
1835.90	-432.2	-55.10
1836.45	-435.2	-55.41
1837.00	-436.2	-55.49
1837.55	-434.9	-55.31
1838.10	-437.3	-55.61
1838.65	-433.5	-55.30
1839.20	-433.5	-55.20
1839.75	-427.7	-54.45
1840.30	-433.4	-54.95
1840.85	-427.8	-54.55
1841.40	-429.1	-54.57
1841.95	-428.3	-54.27
1842.50	-428.0	-54.56
1843.05	-427.8	-54.41
1843.60	-429.3	-54.58
1844.15	-428.5	-54.49
1844.70	-431.6	-54.88
1845.25	-431.6	-54.92
1845.80	-430.2	-54.95
1846.35	-431.5	-54.89
1846.90	-430.9	-54.83
1847.45	-432.3	-54.93
1848.00	-433.0	-55.10
1848.55	-430.9	-54.93
1849.10	-429.3	-54.73
1849.65	-435.1	-55.10
1850.20	-428.4	-54.34
1850.75	-432.0	-54.93
1851.30	-432.6	-55.27
1851.85	-432.3	-54.90
1852.40	-433.0	-55.14
1852.95	-433.3	-55.24
1853.50	-434.0	-55.02
1854.05	-432.1	-54.86
1854.60	-431.0	-54.66
1855.15	-432.4	-54.87
1855.70	-430.8	-54.87
1856.25	-429.4	-54.70
1856.80	-431.1	-54.71
1857.35	-435.3	-55.25
1857.90	-433.4	-54.97
1858.45	-433.7	-54.99
1859.00	-433.7	-55.04
1859.55	-434.9	-55.17
1860.10	-438.4	-55.51
1860.65	-433.9	-55.00
1861.20	-433.8	-55.00
1861.75	-432.3	-54.82
1862.30	-434.3	-55.05
1862.85	-436.7	-55.45
1863.40	-441.2	-55.87
1863.95	-440.6	-55.81
1864.50	-434.7	-55.16
1865.05	-435.7	-55.37
1865.60	-437.2	-55.50
1866.15	-438.4	-55.60
1866.70	-442.4	-56.04
1867.25	-440.9	-55.89
1867.80	-439.0	-55.85
1868.35	-441.3	-56.07
1868.90	-440.3	-55.95
1869.45	-437.6	-55.72
1870.00	-437.9	-55.72
1870.55	-442.3	-56.13
1871.10	-436.9	-55.59
1871.65	-437.0	-55.59
1872.20	-438.5	-55.67
1872.75	-440.7	-55.93
1873.30	-446.4	-56.50
1873.85	-447.1	-56.66
1874.40	-444.3	-56.33
1874.95	-439.5	-55.63
1875.50	-440.6	-55.89
1876.05	-444.6	-56.20
1876.60	-438.0	-55.40
1877.15	-440.5	-55.97
1877.70	-439.5	-55.83
1878.25	-438.7	-55.76
1878.80	-444.1	-56.40
1879.35	-441.9	-55.95
1879.90	-436.5	-55.54
1880.45	-437.4	-55.33
1881.00	-439.9	-55.76
1881.55	-437.8	-55.64
1882.10	-441.2	-56.02
1882.65	-440.7	-55.83
1883.20	-441.1	-55.89
1883.75	-445.4	-56.52
1884.30	-441.4	-55.99
1884.85	-435.6	-55.24
1885.40	-434.4	-55.03
1885.95	-432.3	-54.78
1886.50	-430.6	-54.51
1887.05	-423.1	-53.68
1887.60	-425.9	-54.05
1888.15	-421.1	-53.37
1888.70	-427.9	-54.27
1889.25	-431.7	-54.73
1889.80	-428.7	-54.39
1890.35	-428.3	-54.20
1890.90	-430.5	-54.67
1891.45	-431.0	-54.61
1892.00	-432.2	-54.68
1892.55	-434.4	-55.05
1893.10	-431.5	-54.67
1893.65	-431.5	-54.59
1894.20	-431.0	-54.66
1894.75	-432.9	-54.81
1895.30	-432.1	-54.65
1895.85	-432.1	-54.91
1896.40	-435.7	-55.21
1896.95	-434.8	-55.02
1897.50	-435.3	-55.28
1898.05	-436.1	-55.21
1898.60	-434.7	-55.18
1899.15	-441.0	-55.90
1899.70	-440.0	-55.67
1900.25	-435.5	-55.24
1900.80	-430.1	-54.45
1901.35	-428.2	-54.07
1901.90	-431.9	-54.71
1902.45	-427.0	-53.92
1903.00	-426.3	-54.02
1903.55	-424.9	-53.86
1904.10	-425.4	-53.93
1904.65	-423.8	-53.72
1905.20	-428.0	-54.15
1905.75	-423.5	-53.85
1906.30	-430.5	-54.41
1906.85	-433.5	-54.90
1907.40	-427.5	-54.29
1907.95	-428.3	-54.25
1908.50	-427.8	-54.23
1909.05	-428.0	-54.28
1909.60	-431.2	-54.78
1910.15	-429.2	-54.28
1910.70	-438.1	-55.44
1911.25	-437.7	-55.36
1911.80	-430.9	-54.44
1912.35	-429.3	-54.46
1912.90	-437.0	-55.30
1913.45	-442.4	-56.00
1914.00	-440.3	-55.80
1914.55	-443.7	-56.14
1915.10	-441.5	-56.01
1915.65	-437.0	-55.46
1916.20	-438.5	-55.70
1916.75	-439.3	-55.56
1917.30	-438.0	-55.78
1917.85	-436.3	-55.34
1918.40	-442.0	-56.09
1918.95	-440.4	-55.86
1919.50	-438.7	-55.78
1920.05	-433.4	-54.92
1920.60	-436.0	-55.32
1921.15	-439.3	-55.85
1921.70	-437.2	-55.50
1922.25	-436.0	-55.38
1922.80	-434.9	-55.33
1923.35	-441.5	-55.99
1923.90	-438.2	-55.58
1924.45	-435.8	-55.39
1925.00	-432.7	-55.01
1925.55	-438.6	-55.63
1926.10	-437.0	-55.62
1926.65	-440.3	-55.88
1927.20	-431.2	-54.93
1927.75	-432.6	-55.06
1928.30	-432.2	-55.08
1928.85	-432.3	-54.87
1929.40	-431.0	-54.70
1929.95	-428.8	-54.62
1930.50	-434.7	-55.28
1931.05	-431.4	-54.92
1931.60	-429.9	-54.73
1932.15	-424.8	-54.11
1932.70	-427.6	-54.40
1933.25	-423.2	-53.92
1933.80	-421.8	-53.67
1934.35	-427.4	-54.50
1934.90	-429.4	-54.74
1935.45	-425.6	-54.30
1936.00	-426.9	-54.61
1936.55	-435.8	-55.39
1937.10	-434.3	-55.22
1937.65	-425.6	-54.25
1938.20	-426.3	-54.48
1938.75	-425.8	-54.39
1939.30	-427.6	-54.73
1939.85	-432.1	-55.00
1940.40	-432.7	-55.02
1940.95	-432.2	-55.06
1941.50	-426.7	-54.56
1942.05	-426.4	-54.24
1942.60	-435.2	-55.60
1943.15	-432.9	-55.23
1943.70	-434.5	-55.35
1944.25	-435.8	-55.38
1944.80	-436.9	-55.50
1945.35	-435.8	-55.45
1945.90	-436.5	-55.55
1946.45	-435.8	-55.50
1947.00	-436.2	-55.55
1947.55	-437.8	-55.69
1948.10	-438.6	-55.82
1948.65	-436.0	-55.48
1949.20	-436.9	-55.69
1949.75	-431.6	-55.09
1950.30	-429.0	-54.76
1950.85	-426.4	-54.35
1951.40	-423.3	-53.86
1951.95	-427.0	-54.33
1952.50	-422.6	-53.82
1953.05	-422.1	-53.64
1953.60	-427.2	-54.35
1954.15	-423.7	-54.09
1954.70	-429.8	-54.76
1955.25	-427.7	-54.54
1955.80	-431.9	-55.17
1956.35	-427.5	-54.40
1956.90	-432.0	-55.16
1957.45	-433.1	-55.24
1958.00	-438.1	-55.86
1958.55	-431.7	-54.96
1959.10	-436.2	-55.55
1959.65	-433.0	-55.16
1960.20	-436.5	-55.58
1960.75	-436.5	-55.65
1961.30	-439.7	-55.96
1961.85	-437.4	-55.70
1962.40	-435.9	-55.63
1962.95	-435.4	-55.52
1963.50	-436.2	-55.67
1964.05	-434.4	-55.30
1964.60	-437.8	-55.73
1965.15	-432.8	-55.32
1965.70	-435.4	-55.68
1966.25	-431.7	-55.23
1966.80	-434.7	-55.34
1967.35	-438.0	-55.74
1967.90	-432.2	-55.00
1968.45	-433.2	-55.40
1969.00	-435.2	-55.50
1969.55	-436.4	-55.53
1970.10	-440.9	-56.11
1970.65	-440.8	-56.32
1971.20	-443.0	-56.45
1971.75	-439.2	-55.91
1972.30	-438.8	-56.02
1972.85	-439.7	-56.12
1973.40	-440.9	-56.30
1973.95	-437.3	-55.75
1974.50	-437.3	-55.72
1975.05	-436.3	-55.56
1975.60	-429.2	-54.88
1976.15	-428.3	-54.84
1976.70	-421.1	-53.82
1977.25	-425.5	-54.13
1977.80	-428.6	-54.86
1978.35	-428.1	-54.47
1978.90	-427.2	-54.64
1979.45	-435.2	-55.42
1980.00	-422.5	-54.12
1980.55	-421.7	-53.69
1981.10	-419.8	-53.65
1981.65	-423.4	-53.88
1982.20	-422.5	-53.98
1982.75	-425.4	-54.12
1983.30	-426.7	-54.34
1983.85	-427.6	-54.68
1984.40	-423.0	-53.88
1984.95	-429.5	-54.66
1985.50	-429.0	-54.69
1986.05	-429.8	-54.70
1986.60	-432.3	-55.02
1987.15	-435.8	-55.49
1987.70	-439.7	-56.06
1988.25	-436.6	-55.93
1988.80	-440.7	-56.19
1989.35	-439.2	-55.97
1989.90	-436.9	-55.89
1990.45	-430.4	-55.11
1991.00	-441.5	-56.21
1991.55	-438.1	-55.79
1992.10	-432.5	-55.34
1992.65	-437.3	-55.84
1993.20	-439.4	-56.06
1993.75	-439.9	-56.36
1994.30	-441.9	-56.33
1994.85	-436.4	-55.49
1995.40	-438.8	-56.10
1995.95	-437.6	-55.68
1996.50	-441.9	-56.40
1997.05	-440.6	-56.15
1997.60	-437.8	-55.68
1998.15	-442.4	-56.40
1998.70	-442.3	-56.32
1999.25	-439.2	-55.86
1999.80	-443.4	-56.46
2000.35	-441.3	-56.11
2000.90	-436.0	-55.44
2001.45	-439.0	-55.84
2002.00	-438.4	-55.87
2002.55	-441.0	-56.03
2003.10	-440.4	-56.01
2003.65	-441.0	-56.07
2004.20	-440.6	-55.98
2004.75	-443.4	-56.41
2005.30	-437.9	-55.83
2005.85	-443.6	-56.48
2006.40	-443.3	-56.58
2006.95	-441.1	-56.14
2007.50	-437.9	-55.84
2008.05	-439.4	-56.08
2008.60	-438.2	-55.91
2009.15	-442.4	-56.59
2009.70	-441.1	-56.42
2010.25	-438.8	-56.06
2010.80	-443.2	-56.44
2011.35	-440.2	-56.19
2011.90	-438.4	-56.06
2012.45	-435.5	-55.57
2013.00	-433.3	-55.51
2013.55	-439.3	-56.24
2014.10	-438.8	-56.21
2014.65	-437.7	-55.92
2015.20	-438.4	-56.14
2015.75	-435.7	-55.77
2016.30	-435.4	-55.80
2016.85	-435.0	-55.67
2017.40	-434.3	-55.49
2017.95	-434.6	-55.41
2018.50	-432.4	-55.16
2019.05	-427.2	-54.66
2019.60	-430.6	-55.17
2020.15	-428.9	-54.72
2020.70	-428.2	-54.73
2021.25	-428.2	-54.65
2021.80	-421.6	-53.78
2022.35	-422.1	-53.85
2022.90	-423.4	-54.06
2023.45	-418.9	-53.62
2024.00	-418.5	-53.32
2024.55	-414.6	-52.85
2025.10	-411.6	-52.48
2025.65	-414.2	-53.06
2026.20	-412.4	-52.69
2026.75	-422.5	-53.98
2027.30	-422.5	-54.07
2027.85	-422.2	-53.84
2028.40	-421.8	-53.96
2028.95	-427.9	-54.54
2029.50	-425.1	-54.39
2030.05	-425.6	-54.39
2030.60	-428.2	-54.73
2031.15	-421.1	-53.95
2031.70	-425.1	-54.33
2032.25	-425.1	-54.52
2032.80	-428.9	-54.89
2033.35	-428.9	-54.74
2033.90	-426.1	-54.61
2034.45	-427.6	-54.73
2035.00	-428.5	-54.72
2035.55	-433.2	-55.36
2036.10	-426.4	-54.60
2036.65	-428.9	-54.94
2037.20	-430.8	-55.33
2037.75	-436.7	-56.07
2038.30	-436.9	-56.14
2038.85	-431.3	-55.49
2039.40	-437.3	-56.08
2039.95	-430.7	-55.23
2040.50	-432.0	-55.38
2041.05	-432.6	-55.39
2041.60	-429.4	-54.98
2042.15	-430.5	-55.19
2042.70	-426.7	-54.65
2043.25	-430.7	-55.04
2043.80	-421.9	-54.22
2044.35	-423.5	-54.28
2044.90	-417.5	-53.42
2045.45	-418.7	-53.80
2046.00	-417.1	-53.65
2046.55	-417.7	-53.53
2047.10	-428.3	-54.88
2047.65	-425.0	-54.40
2048.20	-429.2	-54.98
2048.75	-426.4	-54.73
2049.30	-425.5	-54.62
2049.85	-422.0	-54.09
2050.40	-429.0	-54.93
2050.95	-434.5	-55.78
2051.50	-429.3	-55.18
2052.05	-430.3	-55.05
2052.60	-430.7	-55.16
2053.15	-431.9	-55.23
2053.70	-427.3	-54.92
2054.25	-433.7	-55.55
2054.80	-425.8	-54.71
2055.35	-431.0	-55.29
2055.90	-427.5	-54.85
2056.45	-427.6	-54.80
2057.00	-426.3	-54.83
2057.55	-424.5	-54.53
2058.10	-430.0	-55.30
2058.65	-422.6	-54.42
2059.20	-419.9	-54.03
2059.75	-422.8	-54.34
2060.30	-421.1	-54.13
2060.85	-421.1	-54.20
2061.40	-423.0	-54.30
2061.95	-417.7	-53.67
2062.50	-421.9	-54.20
2063.05	-420.5	-54.13
2063.60	-420.7	-54.22
2064.15	-413.9	-53.30
2064.70	-421.0	-54.19
2065.25	-418.7	-53.80
2065.80	-420.7	-54.11
2066.35	-417.7	-53.61
2066.90	-420.3	-54.00
2067.45	-419.0	-53.79
2068.00	-416.7	-53.58
2068.55	-415.3	-53.34
2069.10	-414.8	-53.24
2069.65	-413.7	-53.04
2070.20	-410.9	-52.92
2070.75	-412.3	-53.03
2071.30	-413.2	-53.21
2071.85	-413.3	-53.00
2072.40	-409.9	-52.60
2072.95	-408.5	-52.50
2073.50	-410.6	-52.84
2074.05	-409.5	-52.83
2074.60	-409.2	-52.70
2075.15	-408.1	-52.54
2075.70	-405.0	-52.07
2076.25	-407.7	-52.38
2076.80	-413.9	-53.02
2077.35	-407.7	-52.47
2077.90	-408.7	-52.51
2078.45	-402.5	-51.64
2079.00	-403.1	-51.63
2079.55	-406.0	-52.03
2080.10	-409.5	-52.51
2080.65	-407.4	-52.31
2081.20	-405.5	-52.09
2081.75	-405.9	-52.24
2082.30	-406.7	-52.25
2082.85	-404.7	-51.83
2083.40	-407.3	-52.19
2083.95	-405.5	-52.18
2084.50	-406.2	-52.14
2085.05	-408.4	-52.25
2085.60	-408.7	-52.30
2086.15	-400.8	-51.43
2086.70	-403.0	-51.67
2087.25	-404.2	-51.72
2087.80	-406.4	-52.01
2088.35	-402.5	-51.58
2088.90	-408.0	-52.16
2089.45	-408.5	-52.27
2090.00	-407.3	-52.07
2090.55	-407.5	-52.18
2091.10	-407.2	-52.18
2091.65	-403.1	-51.59
2092.20	-406.0	-51.97
2092.75	-405.5	-52.06
2093.30	-406.3	-52.05
2093.85	-406.5	-52.08
2094.40	-401.2	-51.35
2094.95	-411.8	-52.47
2095.50	-407.8	-52.00
2096.05	-405.4	-51.88
2096.60	-403.4	-51.61
2097.15	-402.8	-51.68
2097.70	-407.7	-52.25
2098.25	-410.4	-52.36
2098.80	-410.4	-52.51
2099.35	-412.1	-52.77
2099.90	-410.3	-52.46
2100.45	-416.1	-53.23
2101.00	-415.0	-53.15
2101.55	-415.0	-52.97
2102.10	-412.3	-52.67
2102.65	-415.0	-53.12
2103.20	-418.9	-53.63
2103.75	-417.8	-53.36
2104.30	-414.4	-52.91
2104.85	-421.0	-53.77
2105.40	-422.6	-54.15
2105.95	-421.3	-53.75
2106.50	-418.4	-53.39
2107.05	-424.0	-54.02
2107.60	-417.8	-53.29
2108.15	-421.6	-53.81
2108.70	-422.1	-54.02
2109.25	-420.1	-53.62
2109.80	-418.5	-53.50
2110.35	-422.8	-53.90
2110.90	-422.0	-53.90
2111.45	-417.9	-53.34
2112.00	-419.4	-53.70
